
----- size:128 -----

- 1 archivo grande
Archivo: ./files/archivo_15_37.bin
Tiempo: 0m16.575s
Archivo: ./files/archivo_15_53.bin
Tiempo: 0m16.207s
Archivo: ./files/archivo_15_98.bin
Tiempo: 0m13.267s
Archivo: ./files/archivo_15_87.bin
Tiempo: 0m13.890s
Archivo: ./files/archivo_15_46.bin
Tiempo: 0m16.474s
Archivo: ./files/archivo_15_50.bin
Tiempo: 0m16.486s
Archivo: ./files/archivo_15_91.bin
Tiempo: 0m13.538s
Archivo: ./files/archivo_15_33.bin
Tiempo: 0m16.547s
Archivo: ./files/archivo_15_82.bin
Tiempo: 0m14.267s
Archivo: ./files/archivo_15_8.bin
Tiempo: 0m17.323s
Archivo: ./files/archivo_15_9.bin
Tiempo: 0m17.439s
Archivo: ./files/archivo_15_38.bin
Tiempo: 0m17.372s
Archivo: ./files/archivo_15_3.bin
Tiempo: 0m17.555s
Archivo: ./files/archivo_15_19.bin
Tiempo: 0m17.918s
Archivo: ./files/archivo_15_27.bin
Tiempo: 0m18.522s

----- size:1024 -----

- 1 archivo grande
Archivo: ./files/archivo_500_0.bin
Tiempo: 0m15.953s

- 3 archivos grandes
Archivo: ./files/archivo_500_1.bin
Tiempo: 0m18.271s
Archivo: ./files/archivo_500_0.bin
Tiempo: 0m18.274s
Archivo: ./files/archivo_500_2.bin
Tiempo: 0m18.269s

- 20 archivos medianos
Archivo: ./files/archivo_75_9.bin
Tiempo: 0m20.903s
Archivo: ./files/archivo_75_1.bin
Tiempo: 0m20.984s
Archivo: ./files/archivo_75_12.bin
Tiempo: 0m20.883s
Archivo: ./files/archivo_75_10.bin
Tiempo: 0m20.917s
Archivo: ./files/archivo_75_4.bin
Tiempo: 0m20.946s
Archivo: ./files/archivo_75_16.bin
Tiempo: 0m20.879s
Archivo: ./files/archivo_75_8.bin
Tiempo: 0m20.904s
Archivo: ./files/archivo_75_19.bin
Tiempo: 0m20.852s
Archivo: ./files/archivo_75_11.bin
Tiempo: 0m20.882s
Archivo: ./files/archivo_75_14.bin
Tiempo: 0m20.913s
Archivo: ./files/archivo_75_7.bin
Tiempo: 0m20.894s
Archivo: ./files/archivo_75_2.bin
Tiempo: 0m20.940s
Archivo: ./files/archivo_75_15.bin
Tiempo: 0m20.861s
Archivo: ./files/archivo_75_5.bin
Tiempo: 0m20.942s
Archivo: ./files/archivo_75_17.bin
Tiempo: 0m20.849s
Archivo: ./files/archivo_75_18.bin
Tiempo: 0m20.903s
Archivo: ./files/archivo_75_3.bin
Tiempo: 0m20.968s
Archivo: ./files/archivo_75_0.bin
Tiempo: 0m20.955s
Archivo: ./files/archivo_75_6.bin
Tiempo: 0m20.959s
Archivo: ./files/archivo_75_13.bin
Tiempo: 0m20.941s

- 100 archivos pequeños
Archivo: ./files/archivo_15_17.bin
Tiempo: 1m6.223s
Archivo: ./files/archivo_15_38.bin
Tiempo: 1m6.115s
Archivo: ./files/archivo_15_36.bin
Tiempo: 1m12.906s
Archivo: ./files/archivo_15_28.bin
Tiempo: 1m19.485s
Archivo: ./files/archivo_15_16.bin
Tiempo: 1m19.533s
Archivo: ./files/archivo_15_40.bin
Tiempo: 2m9.828s
Archivo: ./files/archivo_15_55.bin
Tiempo: 2m14.330s
Archivo: ./files/archivo_15_75.bin
Tiempo: 2m13.614s
Archivo: ./files/archivo_15_58.bin
Tiempo: 2m13.935s
Archivo: ./files/archivo_15_76.bin
Tiempo: 2m13.636s
Archivo: ./files/archivo_15_68.bin
Tiempo: 2m13.707s
Archivo: ./files/archivo_15_67.bin
Tiempo: 2m13.770s
Archivo: ./files/archivo_15_71.bin
Tiempo: 2m13.714s
Archivo: ./files/archivo_15_66.bin
Tiempo: 2m13.775s
Archivo: ./files/archivo_15_57.bin
Tiempo: 2m14.063s
Archivo: ./files/archivo_15_24.bin
Tiempo: 2m15.092s
Archivo: ./files/archivo_15_61.bin
Tiempo: 2m13.943s
Archivo: ./files/archivo_15_4.bin
Tiempo: 2m15.194s
Archivo: ./files/archivo_15_91.bin
Tiempo: 2m18.363s
Archivo: ./files/archivo_15_59.bin
Tiempo: 2m19.137s
Archivo: ./files/archivo_15_99.bin
Tiempo: 2m18.117s
Archivo: ./files/archivo_15_89.bin
Tiempo: 2m18.375s
Archivo: ./files/archivo_15_70.bin
Tiempo: 2m18.959s
Archivo: ./files/archivo_15_96.bin
Tiempo: 2m18.208s
Archivo: ./files/archivo_15_97.bin
Tiempo: 2m18.092s
Archivo: ./files/archivo_15_78.bin
Tiempo: 2m18.848s
Archivo: ./files/archivo_15_69.bin
Tiempo: 2m18.816s
Archivo: ./files/archivo_15_94.bin
Tiempo: 2m18.307s
Archivo: ./files/archivo_15_72.bin
Tiempo: 2m18.949s
Archivo: ./files/archivo_15_60.bin
Tiempo: 2m19.184s
Archivo: ./files/archivo_15_81.bin
Tiempo: 2m18.656s
Archivo: ./files/archivo_15_79.bin
Tiempo: 2m18.900s
Archivo: ./files/archivo_15_95.bin
Tiempo: 2m18.249s
Archivo: ./files/archivo_15_88.bin
Tiempo: 2m18.587s
Archivo: ./files/archivo_15_73.bin
Tiempo: 2m18.971s
Archivo: ./files/archivo_15_74.bin
Tiempo: 2m18.979s
Archivo: ./files/archivo_15_90.bin
Tiempo: 2m18.483s
Archivo: ./files/archivo_15_98.bin
Tiempo: 2m18.237s
Archivo: ./files/archivo_15_63.bin
Tiempo: 2m19.206s
Archivo: ./files/archivo_15_77.bin
Tiempo: 2m18.983s
Archivo: ./files/archivo_15_86.bin
Tiempo: 2m18.643s
Archivo: ./files/archivo_15_85.bin
Tiempo: 2m18.671s
Archivo: ./files/archivo_15_92.bin
Tiempo: 2m18.492s
Archivo: ./files/archivo_15_87.bin
Tiempo: 2m18.659s
Archivo: ./files/archivo_15_82.bin
Tiempo: 2m18.651s
Archivo: ./files/archivo_15_93.bin
Tiempo: 2m18.437s
Archivo: ./files/archivo_15_84.bin
Tiempo: 2m18.738s
Archivo: ./files/archivo_15_83.bin
Tiempo: 2m18.662s
Archivo: ./files/archivo_15_80.bin
Tiempo: 2m18.892s
Archivo: ./files/archivo_15_31.bin
Tiempo: 2m56.119s
Archivo: ./files/archivo_15_25.bin
Tiempo: 3m17.875s
Archivo: ./files/archivo_15_8.bin
Tiempo: 3m55.727s
Archivo: ./files/archivo_15_15.bin
Tiempo: 3m55.881s
Archivo: ./files/archivo_15_14.bin
Tiempo: 3m55.882s
Archivo: ./files/archivo_15_18.bin
Tiempo: 3m55.888s
Archivo: ./files/archivo_15_6.bin
Tiempo: 3m55.889s
Archivo: ./files/archivo_15_10.bin
Tiempo: 3m55.906s
Archivo: ./files/archivo_15_26.bin
Tiempo: 3m55.922s
Archivo: ./files/archivo_15_23.bin
Tiempo: 3m55.852s
Archivo: ./files/archivo_15_13.bin
Tiempo: 3m56.056s
Archivo: ./files/archivo_15_43.bin
Tiempo: 3m55.898s
Archivo: ./files/archivo_15_48.bin
Tiempo: 3m55.732s
Archivo: ./files/archivo_15_0.bin
Tiempo: 3m56.123s
Archivo: ./files/archivo_15_3.bin
Tiempo: 3m56.115s
Archivo: ./files/archivo_15_2.bin
Tiempo: 3m56.136s
Archivo: ./files/archivo_15_45.bin
Tiempo: 3m55.894s
Archivo: ./files/archivo_15_9.bin
Tiempo: 3m56.131s
Archivo: ./files/archivo_15_53.bin
Tiempo: 3m55.513s
Archivo: ./files/archivo_15_51.bin
Tiempo: 3m55.514s
Archivo: ./files/archivo_15_21.bin
Tiempo: 3m56.126s
Archivo: ./files/archivo_15_54.bin
Tiempo: 3m55.278s
Archivo: ./files/archivo_15_49.bin
Tiempo: 3m55.810s
Archivo: ./files/archivo_15_52.bin
Tiempo: 3m55.763s
Archivo: ./files/archivo_15_56.bin
Tiempo: 3m55.186s
Archivo: ./files/archivo_15_29.bin
Tiempo: 3m56.136s
Archivo: ./files/archivo_15_33.bin
Tiempo: 3m56.125s
Archivo: ./files/archivo_15_32.bin
Tiempo: 3m56.126s
Archivo: ./files/archivo_15_22.bin
Tiempo: 3m56.221s
Archivo: ./files/archivo_15_65.bin
Tiempo: 3m54.895s
Archivo: ./files/archivo_15_27.bin
Tiempo: 3m56.211s
Archivo: ./files/archivo_15_39.bin
Tiempo: 3m56.207s
Archivo: ./files/archivo_15_46.bin
Tiempo: 3m56.595s
Archivo: ./files/archivo_15_41.bin
Tiempo: 3m56.707s
Archivo: ./files/archivo_15_7.bin
Tiempo: 3m57.322s
Archivo: ./files/archivo_15_19.bin
Tiempo: 3m57.517s
Archivo: ./files/archivo_15_37.bin
Tiempo: 3m57.466s
Archivo: ./files/archivo_15_50.bin
Tiempo: 3m59.749s
Archivo: ./files/archivo_15_34.bin
Tiempo: 3m59.999s
Archivo: ./files/archivo_15_62.bin
Tiempo: 3m58.870s
Archivo: ./files/archivo_15_30.bin
Tiempo: 4m1.308s
Archivo: ./files/archivo_15_5.bin
Tiempo: 4m2.007s
Archivo: ./files/archivo_15_47.bin
Tiempo: 4m2.335s
Archivo: ./files/archivo_15_11.bin
Tiempo: 4m2.623s
Archivo: ./files/archivo_15_12.bin
Tiempo: 4m3.922s
Archivo: ./files/archivo_15_64.bin
Tiempo: 4m3.468s
Archivo: ./files/archivo_15_35.bin
Tiempo: 4m5.063s
Archivo: ./files/archivo_15_44.bin
Tiempo: 4m6.272s
Archivo: ./files/archivo_15_20.bin
Tiempo: 4m6.507s
Archivo: ./files/archivo_15_1.bin
Tiempo: 4m7.864s
Archivo: ./files/archivo_15_42.bin
Tiempo: 4m7.710s

----- size:8192 -----

- 1 archivo grande
Archivo: ./files/archivo_500_0.bin
Tiempo: 0m5.879s

- 3 archivos grandes
Archivo: ./files/archivo_500_0.bin
Tiempo: 0m13.715s
Archivo: ./files/archivo_500_2.bin
Tiempo: 0m19.413s
Archivo: ./files/archivo_500_1.bin
Tiempo: 0m19.645s

- 20 archivos medianos
Archivo: ./files/archivo_75_3.bin
Tiempo: 0m14.710s
Archivo: ./files/archivo_75_18.bin
Tiempo: 0m15.261s
Archivo: ./files/archivo_75_10.bin
Tiempo: 0m15.329s
Archivo: ./files/archivo_75_13.bin
Tiempo: 0m15.393s
Archivo: ./files/archivo_75_17.bin
Tiempo: 0m15.367s
Archivo: ./files/archivo_75_19.bin
Tiempo: 0m15.405s
Archivo: ./files/archivo_75_16.bin
Tiempo: 0m15.443s
Archivo: ./files/archivo_75_1.bin
Tiempo: 0m15.487s
Archivo: ./files/archivo_75_15.bin
Tiempo: 0m15.535s
Archivo: ./files/archivo_75_4.bin
Tiempo: 0m15.619s
Archivo: ./files/archivo_75_7.bin
Tiempo: 0m15.606s
Archivo: ./files/archivo_75_8.bin
Tiempo: 0m15.624s
Archivo: ./files/archivo_75_12.bin
Tiempo: 0m15.630s
Archivo: ./files/archivo_75_11.bin
Tiempo: 0m15.640s
Archivo: ./files/archivo_75_2.bin
Tiempo: 0m15.669s
Archivo: ./files/archivo_75_6.bin
Tiempo: 0m15.674s
Archivo: ./files/archivo_75_14.bin
Tiempo: 0m15.722s
Archivo: ./files/archivo_75_9.bin
Tiempo: 0m15.745s
Archivo: ./files/archivo_75_0.bin
Tiempo: 0m15.768s
Archivo: ./files/archivo_75_5.bin
Tiempo: 0m15.810s

- 100 archivos pequeños
Archivo: ./files/archivo_15_5.bin
Tiempo: 0m7.911s
Archivo: ./files/archivo_15_36.bin
Tiempo: 0m8.727s
Archivo: ./files/archivo_15_24.bin
Tiempo: 0m8.998s
Archivo: ./files/archivo_15_12.bin
Tiempo: 0m9.780s
Archivo: ./files/archivo_15_16.bin
Tiempo: 0m10.665s
Archivo: ./files/archivo_15_0.bin
Tiempo: 0m10.217s
Archivo: ./files/archivo_15_26.bin
Tiempo: 0m10.861s
Archivo: ./files/archivo_15_14.bin
Tiempo: 0m10.931s
Archivo: ./files/archivo_15_21.bin
Tiempo: 0m11.470s
Archivo: ./files/archivo_15_32.bin
Tiempo: 0m11.759s
Archivo: ./files/archivo_15_22.bin
Tiempo: 0m12.006s
Archivo: ./files/archivo_15_28.bin
Tiempo: 0m12.282s
Archivo: ./files/archivo_15_10.bin
Tiempo: 0m12.757s
Archivo: ./files/archivo_15_20.bin
Tiempo: 0m12.800s
Archivo: ./files/archivo_15_11.bin
Tiempo: 0m12.855s
Archivo: ./files/archivo_15_8.bin
Tiempo: 0m13.008s
Archivo: ./files/archivo_15_7.bin
Tiempo: 0m13.051s
Archivo: ./files/archivo_15_29.bin
Tiempo: 0m13.071s
Archivo: ./files/archivo_15_30.bin
Tiempo: 0m13.073s
Archivo: ./files/archivo_15_18.bin
Tiempo: 0m13.185s
Archivo: ./files/archivo_15_15.bin
Tiempo: 0m13.651s
Archivo: ./files/archivo_15_27.bin
Tiempo: 0m13.576s
Archivo: ./files/archivo_15_6.bin
Tiempo: 0m13.592s
Archivo: ./files/archivo_15_3.bin
Tiempo: 0m13.722s
Archivo: ./files/archivo_15_1.bin
Tiempo: 0m13.722s
Archivo: ./files/archivo_15_25.bin
Tiempo: 0m13.768s
Archivo: ./files/archivo_15_17.bin
Tiempo: 0m13.727s
Archivo: ./files/archivo_15_13.bin
Tiempo: 0m13.781s
Archivo: ./files/archivo_15_19.bin
Tiempo: 0m13.815s
Archivo: ./files/archivo_15_9.bin
Tiempo: 0m13.894s
Archivo: ./files/archivo_15_33.bin
Tiempo: 0m13.904s
Archivo: ./files/archivo_15_2.bin
Tiempo: 0m14.180s
Archivo: ./files/archivo_15_23.bin
Tiempo: 0m14.181s
Archivo: ./files/archivo_15_35.bin
Tiempo: 0m14.035s
Archivo: ./files/archivo_15_31.bin
Tiempo: 0m14.270s
Archivo: ./files/archivo_15_39.bin
Tiempo: 0m14.366s
Archivo: ./files/archivo_15_4.bin
Tiempo: 0m14.661s
Archivo: ./files/archivo_15_34.bin
Tiempo: 0m14.516s
Archivo: ./files/archivo_15_55.bin
Tiempo: 0m13.941s
Archivo: ./files/archivo_15_76.bin
Tiempo: 0m13.336s
Archivo: ./files/archivo_15_86.bin
Tiempo: 0m12.973s
Archivo: ./files/archivo_15_56.bin
Tiempo: 0m14.531s
Archivo: ./files/archivo_15_70.bin
Tiempo: 0m14.076s
Archivo: ./files/archivo_15_47.bin
Tiempo: 0m15.270s
Archivo: ./files/archivo_15_38.bin
Tiempo: 0m16.871s
Archivo: ./files/archivo_15_80.bin
Tiempo: 0m14.412s
Archivo: ./files/archivo_15_75.bin
Tiempo: 0m15.288s
Archivo: ./files/archivo_15_66.bin
Tiempo: 0m15.774s
Archivo: ./files/archivo_15_94.bin
Tiempo: 0m14.272s
Archivo: ./files/archivo_15_97.bin
Tiempo: 0m14.318s
Archivo: ./files/archivo_15_68.bin
Tiempo: 0m15.970s
Archivo: ./files/archivo_15_53.bin
Tiempo: 0m17.000s
Archivo: ./files/archivo_15_59.bin
Tiempo: 0m16.476s
Archivo: ./files/archivo_15_85.bin
Tiempo: 0m15.015s
Archivo: ./files/archivo_15_46.bin
Tiempo: 0m17.151s
Archivo: ./files/archivo_15_52.bin
Tiempo: 0m17.145s
Archivo: ./files/archivo_15_57.bin
Tiempo: 0m16.451s
Archivo: ./files/archivo_15_61.bin
Tiempo: 0m16.472s
Archivo: ./files/archivo_15_87.bin
Tiempo: 0m14.980s
Archivo: ./files/archivo_15_89.bin
Tiempo: 0m14.818s
Archivo: ./files/archivo_15_81.bin
Tiempo: 0m15.315s
Archivo: ./files/archivo_15_62.bin
Tiempo: 0m16.571s
Archivo: ./files/archivo_15_60.bin
Tiempo: 0m16.552s
Archivo: ./files/archivo_15_67.bin
Tiempo: 0m16.251s
Archivo: ./files/archivo_15_77.bin
Tiempo: 0m15.672s
Archivo: ./files/archivo_15_79.bin
Tiempo: 0m15.584s
Archivo: ./files/archivo_15_88.bin
Tiempo: 0m15.084s
Archivo: ./files/archivo_15_82.bin
Tiempo: 0m15.480s
Archivo: ./files/archivo_15_45.bin
Tiempo: 0m17.784s
Archivo: ./files/archivo_15_78.bin
Tiempo: 0m15.769s
Archivo: ./files/archivo_15_98.bin
Tiempo: 0m14.778s
Archivo: ./files/archivo_15_95.bin
Tiempo: 0m14.952s
Archivo: ./files/archivo_15_84.bin
Tiempo: 0m15.527s
Archivo: ./files/archivo_15_92.bin
Tiempo: 0m14.953s
Archivo: ./files/archivo_15_44.bin
Tiempo: 0m18.009s
Archivo: ./files/archivo_15_96.bin
Tiempo: 0m15.124s
Archivo: ./files/archivo_15_71.bin
Tiempo: 0m16.635s
Archivo: ./files/archivo_15_50.bin
Tiempo: 0m17.785s
Archivo: ./files/archivo_15_48.bin
Tiempo: 0m17.960s
Archivo: ./files/archivo_15_72.bin
Tiempo: 0m16.526s
Archivo: ./files/archivo_15_49.bin
Tiempo: 0m17.906s
Archivo: ./files/archivo_15_99.bin
Tiempo: 0m15.198s
Archivo: ./files/archivo_15_93.bin
Tiempo: 0m15.337s
Archivo: ./files/archivo_15_42.bin
Tiempo: 0m18.303s
Archivo: ./files/archivo_15_37.bin
Tiempo: 0m18.368s
Archivo: ./files/archivo_15_43.bin
Tiempo: 0m18.282s
Archivo: ./files/archivo_15_41.bin
Tiempo: 0m18.340s
Archivo: ./files/archivo_15_54.bin
Tiempo: 0m17.548s
Archivo: ./files/archivo_15_63.bin
Tiempo: 0m17.249s
Archivo: ./files/archivo_15_69.bin
Tiempo: 0m16.946s
Archivo: ./files/archivo_15_74.bin
Tiempo: 0m16.627s
Archivo: ./files/archivo_15_73.bin
Tiempo: 0m16.707s
Archivo: ./files/archivo_15_40.bin
Tiempo: 0m18.537s
Archivo: ./files/archivo_15_64.bin
Tiempo: 0m17.411s
Archivo: ./files/archivo_15_51.bin
Tiempo: 0m18.075s
Archivo: ./files/archivo_15_90.bin
Tiempo: 0m15.615s
Archivo: ./files/archivo_15_91.bin
Tiempo: 0m15.695s
Archivo: ./files/archivo_15_65.bin
Tiempo: 0m17.395s
Archivo: ./files/archivo_15_58.bin
Tiempo: 0m17.556s
Archivo: ./files/archivo_15_83.bin
Tiempo: 0m16.212s
